Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Ruby,Firebird;Postgresql,Amazon Web Services (Aws);Cloudflare;Firebase;Heroku,Vue.js,Insurance,Unknown,Aws Codewhisperer;Github Copilot;Replit Ghostwriter;Rubber Duck.ai,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C#;C++;Go;Html/Css;Java;Javascript;Kotlin;Python;Scala;Sql;Typescript,Clickhouse;Cloud Firestore;Duckdb;Dynamodb;Firebase Realtime Database;Mongodb;Mysql;Neo4j;Postgresql;Sqlite,Amazon Web Services (Aws);Firebase;Google Cloud,Angular;Django;Express;Fastapi;Flask;Jquery;Next.js;Node.js;React;Spring Boot,Healthcare,Unknown,Tabnine,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Clojure;Elixir;Erlang;Python;Rust;Sql,Dynamodb;Elasticsearch;Postgresql,Amazon Web Services (Aws);Vercel,Flask;Nestjs;Phoenix,Retail And Consumer Services,Unknown,Adrenaline;Aws Codewhisperer;Github Copilot,"Employed, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Html/Css;Java;Javascript;Typescript,Microsoft Sql Server,Unknown,Asp.net;Asp.net Core;Django;Jquery;Vue.js,Other,Unknown,Aws Codewhisperer;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr Ai,"Employed, Full-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Javascript;Php;Sql,Mysql;Postgresql,Unknown,Codeigniter;Jquery,Oil & Gas,Unknown,Adrenaline;Github Copilot;Rubber Duck.ai;Tabnine,"Employed, Full-Time"
Midrand Campus,Data Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Academic Researcher,"Professional Degree (Jd, Md, Ph.d, Ed.d, Etc.)",Assembly;Bash/Shell (All Shells);C;C++;Html/Css;Javascript;Php;Python;R;Sql,Mariadb;Sqlite,Unknown,Node.js,"Information Services, It, Software Development, Or Other Technology",Unknown,Favorable,"Employed, Full-Time"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Go;Java;Python,Dynamodb;Firebase Realtime Database;H2;Postgresql;Sqlite,Amazon Web Services (Aws);Firebase,Spring Boot,Other,Chatgpt;Google Bard Ai,Aws Codewhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Front-End","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Php;Sql;Vba;Visual Basic (.Net),Mariadb;Microsoft Access;Microsoft Sql Server;Mongodb;Mysql;Oracle;Sqlite,Amazon Web Services (Aws);Firebase;Google Cloud,Asp.net;Codeigniter;Django;Jquery;Laravel;Next.js;Node.js;React;Symfony;Vue.js;Wordpress,Oil & Gas,Chatgpt,Aws Codewhisperer;Github Copilot;Tabnine,"Employed, Full-Time"
Pretoria Campus,Data Science,I Am A Developer By Profession,Cloud Infrastructure Engineer,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);Dart;Html/Css;Javascript;Python;Typescript,Dynamodb;Elasticsearch;Postgresql,Amazon Web Services (Aws),Node.js;Vue.js,Healthcare,Chatgpt,Aws Codewhisperer;Codeium;Tabnine;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End",Some College/University Study Without Earning A Degree,C#;Html/Css;Javascript;Python;Sql;Typescript,Elasticsearch;Mariadb;Microsoft Access;Microsoft Sql Server;Mongodb;Redis;Sqlite,Unknown,Angular;Asp.net;Asp.net Core;Django;Flask;Jquery;Wordpress,Wholesale,Bing Ai;Chatgpt,Adrenaline;Mintlify,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed;Employed, Part-Time;Student, Part-Time"
Durban Campus,Data Science,I Am Learning To Code,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C++;Html/Css;Java;Javascript;Php;Powershell;Python;Sql,Mariadb;Mongodb;Mysql;Postgresql;Redis,Amazon Web Services (Aws);Microsoft Azure,Next.js;Node.js;Vue.js,Higher Education,Unknown,Adrenaline;Mintlify;Rubber Duck.ai,"Employed, Full-Time;Student, Full-Time"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,Research & Development Role,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C#;C++;Dart;Erlang;Html/Css;Javascript;Kotlin;Powershell;Python;Typescript;Visual Basic (.Net),Dynamodb;Microsoft Sql Server;Neo4j,Amazon Web Services (Aws);Google Cloud;Microsoft Azure,Flask;Node.js;React,"Information Services, It, Software Development, Or Other Technology",Unknown,Github Copilot;Synk Code;Whispr Ai,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Dart;Html/Css;Javascript;Python;Sql;Typescript;Vba,Microsoft Sql Server;Sqlite,Microsoft Azure,Asp.net Core;Next.js;Node.js;React,Financial Services,Chatgpt,Tabnine,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,Data Science,I Am A Developer By Profession,"Developer, Back-End","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Python;Typescript,Mongodb;Mysql;Postgresql;Redis;Sqlite,Cloudflare;Oracle Cloud Infrastructure (Oci),Angular;Asp.net Core;Fastapi,Insurance,Chatgpt;Phind,Aws Codewhisperer;Github Copilot;Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Java;Javascript;Powershell;Sql,Microsoft Sql Server;Mysql,Amazon Web Services (Aws);Microsoft Azure;Openshift,Angularjs;Asp.net Core;Jquery;Spring Boot,Other,Chatgpt,Adrenaline;Github Copilot;Synk Code,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Senior Executive (C-Suite, Vp, Etc.)","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C;Dart;Html/Css;Java;Javascript;Kotlin;Php;Sql;Typescript;Vba,Cloud Firestore;Firebase Realtime Database;Mariadb;Microsoft Access;Mongodb;Mysql;Oracle;Postgresql;Sqlite,Cloudflare;Digital Ocean;Firebase;Google Cloud;Ovh,Angular;Angularjs;Jquery;Node.js;Wordpress,Oil & Gas,Chatgpt;Google Bard Ai;Quora Poe,Aws Codewhisperer;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Nelson Mandela Bay Campus,Data Science,I Code Primarily As A Hobby,Unknown,Some College/University Study Without Earning A Degree,Python,Mongodb;Mysql,Amazon Web Services (Aws);Google Cloud,Play Framework;React,Advertising Services,Bing Ai;Chatgpt,Aws Codewhisperer;Synk Code,"Not Employed, And Not Looking For Work"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Dart;Html/Css;Java;Javascript;Sql,Mysql,Amazon Web Services (Aws),Asp.net;Asp.net Core;Jquery;Spring Boot,Advertising Services,Unknown,Aws Codewhisperer;Rubber Duck.ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Html/Css;Javascript;Php;Powershell;Python;Sql,Mariadb;Mongodb;Mysql,Managed Hosting,Django;Express;Jquery;Laravel;Next.js;Node.js;Nuxt.js;React;Vue.js;Wordpress,Other,Chatgpt,Aws Codewhisperer;Github Copilot;Mintlify,"Employed, Full-Time;Student, Part-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End",Some College/University Study Without Earning A Degree,C#;Html/Css;Java;Javascript;Php;Python;Scala;Sql,H2;Microsoft Access;Oracle,"Linode, Now Akamai;Vmware",Asp.net;Asp.net Core;Spring Boot,Healthcare,Chatgpt,Github Copilot;Mintlify,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Typescript,Microsoft Sql Server,Microsoft Azure,Jquery;React,Wholesale,Unknown,Github Copilot;Tabnine,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed"
Midrand Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Javascript;Lisp;Ruby;Sql,Elasticsearch;Postgresql;Redis,Amazon Web Services (Aws),Ruby On Rails,"Manufacturing, Transportation, Or Supply Chain",Unknown,Aws Codewhisperer;Github Copilot;Mintlify,"Employed, Full-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C#;C++;Go;Html/Css;Javascript;Python;Sql;Typescript,Firebase Realtime Database;Mariadb;Postgresql,Amazon Web Services (Aws);Firebase;Google Cloud,Angular;Asp.net;Node.js;React;Svelte,Other,Bing Ai;Chatgpt,Adrenaline,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C;C#;Dart;Html/Css;Javascript;Php;Python;Sql;Typescript,Cloud Firestore;Dynamodb;Firebase Realtime Database;Microsoft Sql Server;Mysql;Postgresql;Redis,Amazon Web Services (Aws);Cloudflare;Digital Ocean;Firebase;Heroku;Microsoft Azure,Angular;Angularjs;Asp.net;Asp.net Core;Express;Jquery;Nestjs;Next.js;Node.js;Nuxt.js;React;Vue.js;Wordpress,"Information Services, It, Software Development, Or Other Technology",Bing Ai;Chatgpt,Mintlify;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Go;Html/Css;Javascript;Php;Sql;Typescript,Bigquery;Elasticsearch;Mysql,Google Cloud;Netlify,Next.js;Node.js;React;Vue.js,"Information Services, It, Software Development, Or Other Technology",Chatgpt,Rubber Duck.ai;Synk Code,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Go;Java;Swift;Typescript,Cassandra;Mariadb;Mysql;Sqlite,Hetzner,Express;Next.js;Node.js;React;Spring Boot,Other,Chatgpt,Adrenaline;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);Elixir;Erlang;Html/Css;Javascript;Python;R;Sql,Postgresql;Sqlite,Amazon Web Services (Aws);Hetzner,Elm;Phoenix;Vue.js,Financial Services,Unknown,Aws Codewhisperer;Github Copilot;Tabnine,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,It,I Am A Developer By Profession,Other (Please Specify):,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Javascript;Python;Typescript,Bigquery;Postgresql,Digital Ocean;Google Cloud;Vercel,Deno;Flask;Solid.js,Higher Education,Chatgpt,Synk Code;Tabnine,"Employed, Full-Time"
Durban Campus,It,I Am Learning To Code,Student,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;F#;Html/Css;Java;Javascript;Python;Sql;Typescript,Cosmos Db;Microsoft Sql Server;Mongodb;Mysql;Neo4j,Amazon Web Services (Aws);Heroku;Microsoft Azure,Angular;Angularjs;Asp.net;Asp.net Core;Blazor;Express;Node.js;Vue.js,Advertising Services,Chatgpt,Aws Codewhisperer;Tabnine,"Student, Full-Time;Employed, Part-Time"
Midrand Campus,Data Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Project Manager,Some College/University Study Without Earning A Degree,Html/Css;Php,Mysql,Amazon Web Services (Aws),Wordpress,Wholesale,Chatgpt,Github Copilot;Synk Code;Whispr Ai,"Not Employed, But Looking For Work"
Durban Campus,It,I Am A Developer By Profession,"Engineer, Data","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Php;Scala;Sql,Mysql;Postgresql,Unknown,Jquery,"Information Services, It, Software Development, Or Other Technology",Unknown,Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Clojure;Javascript;Lisp;Typescript,Datomic;Dynamodb;Mongodb;Postgresql;Redis,Amazon Web Services (Aws);Cloudflare;Heroku,Next.js;Node.js;React,Wholesale,Chatgpt;Phind,Adrenaline;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,Data Science,I Am A Developer By Profession,"Developer, Mobile","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;C++;Dart;Java;Javascript;Kotlin;Sql;Swift,Cloud Firestore;Firebase Realtime Database;Mariadb;Microsoft Sql Server;Mongodb;Mysql;Postgresql;Sqlite,Amazon Web Services (Aws);Cloudflare;Firebase;Google Cloud;Microsoft Azure,Asp.net Core;Vue.js,Other,Bing Ai;Chatgpt;Google Bard Ai,Github Copilot;Tabnine,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed;Retired"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;Java;Javascript;Python;Sql;Typescript,Postgresql;Sqlite,Unknown,React;Spring Boot,"Information Services, It, Software Development, Or Other Technology",Unknown,Codeium,"Independent Contractor, Freelancer, Or Self-Employed;Employed, Part-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Front-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C++;Html/Css;Javascript;Typescript,Mongodb;Mysql,Heroku,Node.js;React,"Manufacturing, Transportation, Or Supply Chain",Chatgpt,Aws Codewhisperer;Replit Ghostwriter;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed;Student, Part-Time"
Midrand Campus,Data Science,I Am A Developer By Profession,Unknown,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Assembly;Bash/Shell (All Shells);C;C#;C++;Html/Css;Javascript;Powershell;Python;Sql;Typescript,Mysql;Oracle;Postgresql,Unknown,Asp.net Core;Blazor;Django;Express;Fastapi;Node.js;React,Advertising Services,Bing Ai;Chatgpt;Wolframalpha,Adrenaline;Synk Code;Whispr Ai,"Student, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Qa Or Test",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);Html/Css;Java;Javascript;Kotlin;Powershell;Python;Sql;Typescript,H2;Mongodb;Mysql,Microsoft Azure,Spring Boot,Other,Chatgpt,Aws Codewhisperer;Codeium;Tabnine,"Employed, Full-Time;Student, Full-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;Dart;Python;Sql,Influxdb;Mysql,Unknown,Django,Oil & Gas,Unknown,Github Copilot;Mintlify,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,Devops Specialist,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Java;Python,Mariadb;Mysql,Cloudflare;Firebase;Microsoft Azure;Oracle Cloud Infrastructure (Oci),Django;Flask;Jquery;Spring Boot;Wordpress,Insurance,Chatgpt,Github Copilot;Tabnine,"Employed, Full-Time"
Midrand Campus,Computer Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies","Senior Executive (C-Suite, Vp, Etc.)",Some College/University Study Without Earning A Degree,Html/Css;Php;Sql,Mariadb;Mysql,Unknown,Wordpress,"Information Services, It, Software Development, Or Other Technology",Unknown,Codeium;Tabnine,"Employed, Full-Time"
Mbombela Campus,Data Science,I Am Learning To Code,Unknown,Some College/University Study Without Earning A Degree,Assembly;Bash/Shell (All Shells);C;Go;Haskell;Html/Css;Java;Javascript;Lua;Python;Sql;Typescript,Cassandra;Mysql;Postgresql,Amazon Web Services (Aws),Express;Node.js,"Information Services, It, Software Development, Or Other Technology",Chatgpt,Adrenaline;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Student, Full-Time"
Durban Campus,Computer Science,"I Used To Be A Developer By Profession, But No Longer Am",System Administrator,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C;C++;Groovy;Java;Javascript;Python,Postgresql;Sqlite,Hetzner;Ovh,Jquery;Wordpress,Other,Bing Ai;You.com,Replit Ghostwriter,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);Dart;Go;Html/Css;Python;Sql;Typescript,Cloud Firestore;Influxdb;Mariadb;Mysql;Postgresql,Amazon Web Services (Aws);Firebase;Google Cloud,Angular,"Information Services, It, Software Development, Or Other Technology",Chatgpt,Adrenaline;Aws Codewhisperer;Github Copilot,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Desktop Or Enterprise Applications","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);Html/Css;Java;Javascript;Kotlin;Sql;Typescript,Elasticsearch;Mongodb;Postgresql;Redis;Snowflake;Sqlite,Amazon Web Services (Aws);Cloudflare;Digital Ocean;Google Cloud;Heroku;Netlify,Angular;Deno;Express;Fastify;Nestjs;Node.js;Play Framework;React;Remix;Spring Boot;Vue.js,Other,Unknown,Github Copilot;Replit Ghostwriter;Rubber Duck.ai;Tabnine,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am Learning To Code,Unknown,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C++;Fortran;Haskell;Html/Css;Java;Javascript;Julia;Python;Sql;Typescript,Couchbase;Microsoft Sql Server;Mongodb,Google Cloud;Microsoft Azure,Angular;Express;React;Spring Boot,Healthcare,Unknown,Favorable,"Student, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);C#;C++;Go;Html/Css;Java;Javascript;Kotlin;Powershell;Sql;Typescript,Cosmos Db;Microsoft Sql Server;Mysql;Postgresql,Amazon Web Services (Aws);Cloudflare;Microsoft Azure,Asp.net;Asp.net Core;React,Wholesale,Wolframalpha,Aws Codewhisperer;Codeium;Github Copilot;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;C++;Html/Css;Javascript;Matlab;Powershell;Python;Sql,H2;Microsoft Sql Server;Mysql,Unknown,Angular;Angularjs;Express;Node.js;React,Wholesale,Chatgpt,Github Copilot,"Employed, Full-Time"
Mbombela Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Python,Postgresql;Redis,Digital Ocean;Heroku,Django;Flask;Jquery;React,Higher Education,Chatgpt,Adrenaline;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,Data Science,I Am Learning To Code,Blockchain,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Powershell,Clickhouse,Cloudflare;Google Cloud,Next.js;Phoenix;Qwik;React;Spring Boot;Wordpress,Financial Services,Google Bard Ai,Aws Codewhisperer;Mintlify,"Independent Contractor, Freelancer, Or Self-Employed;Student, Part-Time"
Nelson Mandela Bay Campus,Computer Science,I Am A Developer By Profession,Engineering Manager,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Html/Css;Javascript;Python;Sql;Typescript,Elasticsearch;Mysql;Postgresql;Redis;Sqlite,Amazon Web Services (Aws),Angular;Angularjs;Django;Fastapi;Flask,Financial Services,Chatgpt,Adrenaline;Mintlify,"Employed, Full-Time"
